4;200;t|19.11|ti|UL|ts|1638416547863;02.12.2021 - 03:42:27 AM;1;30
4;200;t|19.11|ti|UL|ts|1638416548151;02.12.2021 - 03:42:28 AM;2;30
4;200;t|19.11|ti|UL|ts|1638416548322;02.12.2021 - 03:42:28 AM;2;30
7;200;t|19.11|ti|TEROS12|ts|1638416548479;02.12.2021 - 03:42:28 AM;1;35
7;200;t|19.11|ti|TEROS12|ts|1638416548637;02.12.2021 - 03:42:28 AM;1;35
2;200;<!DOCTYPE html><div id=temperature>19.92</div><div id=ti>HTML</div><div id=ts>1638416548796</div>;02.12.2021 - 03:42:28 AM;4;97
6;200;{applicationID:5,applicationName:mestrado_simulacao,deviceName:DHT11,devEUI:221597e4529df57d,rxInfo:[{gatewayID:000000ffff001000,name:ExpGW,rssi:-57,loRaSNR:7,location:{latitude:0,longitude:0,altitude:0}}],txInfo:{frequency:915000000,dr:5},adr:false,fCnt:0,fPort:1,data:dHN8MTYzODQxNjU0ODcyN3x0aXxsb3Jh};02.12.2021 - 03:42:29 AM;7;303
2;200;<!DOCTYPE html><div id=temperature>19.92</div><div id=ti>HTML</div><div id=ts>1638416549020</div>;02.12.2021 - 03:42:29 AM;1;97
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.92 /><ti value = XML /><ts value = 1638416549127 /> </measure>;02.12.2021 - 03:42:29 AM;8;127
5;200;{applicationID:5,applicationName:mestrado_simulacao,devEUI:221597e4529df57d,rxInfo:[{gatewayID:000000ffff001000,name:ExpGW,rssi:-57,loRaSNR:7,location:{latitude:0,longitude:0,altitude:0}}],txInfo:{frequency:915000000,dr:5},adr:false,fCnt:0,fPort:1,data:dHN8MTYyNjk3OTc0OTgwNA==};02.12.2021 - 03:42:29 AM;8;278
3;200;{t:19.39,ti:JSON,ts:1638416549428};02.12.2021 - 03:42:29 AM;4;34
7;200;t|19.11|ti|TEROS12|ts|1638416549586;02.12.2021 - 03:42:29 AM;0;35
2;200;<!DOCTYPE html><div id=temperature>19.92</div><div id=ti>HTML</div><div id=ts>1638416549741</div>;02.12.2021 - 03:42:29 AM;1;97
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.92 /><ti value = XML /><ts value = 1638416549932 /> </measure>;02.12.2021 - 03:42:30 AM;15;127
4;200;t|19.11|ti|UL|ts|1638416550076;02.12.2021 - 03:42:30 AM;1;30
7;200;t|19.11|ti|TEROS12|ts|1638416550247;02.12.2021 - 03:42:30 AM;1;35
6;200;{applicationID:5,applicationName:mestrado_simulacao,deviceName:DHT11,devEUI:221597e4529df57d,rxInfo:[{gatewayID:000000ffff001000,name:ExpGW,rssi:-57,loRaSNR:7,location:{latitude:0,longitude:0,altitude:0}}],txInfo:{frequency:915000000,dr:5},adr:false,fCnt:0,fPort:1,data:dHN8MTYzODQxNjU1MDA1Mnx0aXxsb3Jh};02.12.2021 - 03:42:30 AM;1;303
3;200;{t:19.39,ti:JSON,ts:1638416550404};02.12.2021 - 03:42:30 AM;2;34
2;200;<!DOCTYPE html><div id=temperature>19.92</div><div id=ti>HTML</div><div id=ts>1638416550571</div>;02.12.2021 - 03:42:30 AM;1;97
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.92 /><ti value = XML /><ts value = 1638416550729 /> </measure>;02.12.2021 - 03:42:30 AM;12;127
2;200;<!DOCTYPE html><div id=temperature>19.92</div><div id=ti>HTML</div><div id=ts>1638416550876</div>;02.12.2021 - 03:42:30 AM;7;97
3;200;{t:19.39,ti:JSON,ts:1638416551035};02.12.2021 - 03:42:31 AM;2;34
5;400;"	2584.5 33";;;
"g8k""";02.12.2021 - 03:42:31 AM;0;15;;
6;200;{applicationID:5,applicationName:mestrado_simulacao,deviceName:DHT11,devEUI:221597e4529df57d,rxInfo:[{gatewayID:000000ffff001000,name:ExpGW,rssi:-57,loRaSNR:7,location:{latitude:0,longitude:0,altitude:0}}],txInfo:{frequency:915000000,dr:5},adr:false,fCnt:0,fPort:1,data:dHN8MTYzODQxNjU1MDk4Nnx0aXxsb3Jh};02.12.2021 - 03:42:31 AM;0;303
7;200;t|19.11|ti|TEROS12|ts|1638416551364;02.12.2021 - 03:42:31 AM;1;35
7;200;t|19.11|ti|TEROS12|ts|1638416551536;02.12.2021 - 03:42:31 AM;3;35
6;200;{applicationID:5,applicationName:mestrado_simulacao,deviceName:DHT11,devEUI:221597e4529df57d,rxInfo:[{gatewayID:000000ffff001000,name:ExpGW,rssi:-57,loRaSNR:7,location:{latitude:0,longitude:0,altitude:0}}],txInfo:{frequency:915000000,dr:5},adr:false,fCnt:0,fPort:1,data:dHN8MTYzODQxNjU1MTMxMnx0aXxsb3Jh};02.12.2021 - 03:42:31 AM;1;303
2;200;<!DOCTYPE html><div id=temperature>19.92</div><div id=ti>HTML</div><div id=ts>1638416551688</div>;02.12.2021 - 03:42:31 AM;3;97
5;200;{ti:12.71};02.12.2021 - 03:42:31 AM;1;10
6;200;{applicationID:5,applicationName:mestrado_simulacao,deviceName:DHT11,devEUI:221597e4529df57d,rxInfo:[{gatewayID:000000ffff001000,name:ExpGW,rssi:-57,loRaSNR:7,location:{latitude:0,longitude:0,altitude:0}}],txInfo:{frequency:915000000,dr:5},adr:false,fCnt:0,fPort:1,data:dHN8MTYzODQxNjU1MTYwN3x0aXxsb3Jh};02.12.2021 - 03:42:31 AM;0;303
3;200;{t:19.39,ti:JSON,ts:1638416552004};02.12.2021 - 03:42:32 AM;1;34
4;200;t|19.11|ti|UL|ts|1638416552266;02.12.2021 - 03:42:32 AM;2;30
2;200;<!DOCTYPE html><div id=temperature>19.92</div><div id=ti>HTML</div><div id=ts>1638416552430</div>;02.12.2021 - 03:42:32 AM;2;97
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.92 /><ti value = XML /><ts value = 1638416552589 /> </measure>;02.12.2021 - 03:42:32 AM;7;127
4;200;t|19.11|ti|UL|ts|1638416552744;02.12.2021 - 03:42:32 AM;1;30
2;200;<!DOCTYPE html><div id=temperature>19.92</div><div id=ti>HTML</div><div id=ts>1638416552914</div>;02.12.2021 - 03:42:32 AM;3;97
2;200;<!DOCTYPE html><div id=temperature>19.92</div><div id=ti>HTML</div><div id=ts>1638416553075</div>;02.12.2021 - 03:42:33 AM;0;97
3;200;{t:19.39,ti:JSON,ts:1638416553242};02.12.2021 - 03:42:33 AM;1;34
3;200;{t:19.39,ti:JSON,ts:1638416553397};02.12.2021 - 03:42:33 AM;1;34
7;200;t|19.11|ti|TEROS12|ts|1638416553560;02.12.2021 - 03:42:33 AM;1;35
2;200;<!DOCTYPE html><div id=temperature>19.92</div><div id=ti>HTML</div><div id=ts>1638416553733</div>;02.12.2021 - 03:42:33 AM;3;97
